bodyId,type,instance,somaSide
10001,DNp01,DNp01(GF)_R,R
10006,VS,VS_L,L
10010,DNp01,DNp01(GF)_L,L
10012,VS,VS_R,R
10015,HSN,HSN_R,R
10016,HSE,HSE_R,R
10023,HSS,HSS_R,R
10034,HSE,HSE_L,L
10037,VS,VS_R,R
10073,VS,VS_L,L
10106,DNp11,DNp11_R,R
10112,VS,VS_R,R
10117,DNp02,DNp02_R,R
10161,VS,VS_L,L
10181,HSN,HSN_L,L
10197,DNp02,DNp02_L,L
10206,VS,VS_R,R
10228,DNp06,DNp06_L,L
10259,DNp11,DNp11_L,L
10284,VS,VS_R,R
10311,VS,VS_R,R
10403,VS,VS_R,R
10419,HSS,HSS_L,L
10584,DNp06,DNp06_R,R
10752,DNp03,DNp03_L,L
10766,VS,VS_R,R
10801,LPLC4,LPLC4_L,L
10989,DNp03,DNp03_R,R
11137,DNp04,DNp04_R,R
11498,LPLC2,LPLC2_L,L
11551,VS,VS_R,R
11747,LC11,LC11_L,L
12032,LC4,LC4_L,L
12052,LPLC1,LPLC1_L,L
12114,LPLC1,LPLC1_L,L
12190,VS,VS_L,L
12349,LC4,LC4_L,L
12384,LPLC2,LPLC2_L,L
12397,LPLC1,LPLC1_L,L
12574,LPLC4,LPLC4_L,L
12661,LPLC1,LPLC1_L,L
12824,LC4,LC4_L,L
13086,LPLC1,LPLC1_L,L
13110,LPLC1,LPLC1_L,L
13132,LPLC2,LPLC2_L,L
13180,LPLC1,LPLC1_L,L
13487,LC11,LC11_L,L
13635,LC11,LC11_L,L
13726,LPLC2,LPLC2_L,L
13764,LPLC2,LPLC2_L,L
13882,T4a,T4a_L,L
13909,LPLC4,LPLC4_L,L
14030,LPLC2,LPLC2_L,L
14102,LPLC2,LPLC2_L,L
14132,LPLC4,LPLC4_L,L
14164,LC11,LC11_L,L
14326,T5b,T5b_L,L
14465,LPLC2,LPLC2_R,R
14535,LPLC1,LPLC1_L,L
14588,LPLC4,LPLC4_L,L
14689,LPLC1,LPLC1_L,L
14731,LPLC1,LPLC1_L,L
14888,LC4,LC4_L,L
15018,LC4,LC4_L,L
15020,LC11,LC11_L,L
15049,LPLC1,LPLC1_L,L
15058,LPLC1,LPLC1_L,L
15253,LPLC1,LPLC1_L,L
15599,LPLC4,LPLC4_L,L
15664,LPLC4,LPLC4_L,L
15804,LPLC2,LPLC2_L,L
15893,LPLC1,LPLC1_L,L
15935,LPLC4,LPLC4_L,L
15951,LPLC4,LPLC4_L,L
16122,T4c,T4c_L,L
16128,LC4,LC4_R,R
16138,LC4,LC4_R,R
16304,LPLC4,LPLC4_L,L
16310,T4c,T4c_L,L
16377,LPLC1,LPLC1_L,L
16469,LPLC4,LPLC4_R,R
16628,LC4,LC4_R,R
16737,T4a,T4a_L,L
16768,LPLC1,LPLC1_L,L
16809,LC4,LC4_L,L
16917,LC4,LC4_L,L
16971,LC11,LC11_L,L
17054,LC4,LC4_R,R
17059,LPLC2,LPLC2_L,L
17266,LC4,LC4_R,R
17270,LC4,LC4_L,L
17302,LPLC4,LPLC4_R,R
17307,LPLC4,LPLC4_R,R
17340,LC4,LC4_L,L
17364,LC4,LC4_R,R
17476,LC11,LC11_L,L
17478,LC4,LC4_L,L
17544,LPLC2,LPLC2_L,L
17548,LC4,LC4_R,R
17551,LPLC2,LPLC2_R,R
17608,LC4,LC4_L,L
17653,LC4,LC4_L,L
17668,LC4,LC4_R,R
17677,LPLC4,LPLC4_R,R
17734,LPLC1,LPLC1_L,L
17774,LPLC2,LPLC2_L,L
17775,LPLC2,LPLC2_L,L
17831,LPLC4,LPLC4_R,R
17857,LPLC1,LPLC1_L,L
17860,LC4,LC4_R,R
17880,LPLC2,LPLC2_L,L
17926,LC4,LC4_R,R
17987,LC4,LC4_R,R
17990,LPLC2,LPLC2_L,L
17993,LPLC4,LPLC4_L,L
18079,LPLC4,LPLC4_R,R
18127,LC4,LC4_R,R
18145,LPLC4,LPLC4_L,L
18155,LPLC4,LPLC4_L,L
18189,LC4,LC4_R,R
18256,T5b,T5b_L,L
18282,LPLC4,LPLC4_R,R
18314,LPLC4,LPLC4_R,R
18365,LPLC4,LPLC4_L,L
18384,LPLC4,LPLC4_R,R
18396,LC4,LC4_L,L
18432,LC4,LC4_L,L
18477,LPLC1,LPLC1_L,L
18478,LC4,LC4_L,L
18506,LPLC1,LPLC1_L,L
18558,LPLC4,LPLC4_L,L
18605,LPLC4,LPLC4_R,R
18631,LPLC4,LPLC4_R,R
18661,LPLC4,LPLC4_R,R
18672,LPLC2,LPLC2_R,R
18710,LPLC1,LPLC1_R,R
18718,LPLC4,LPLC4_L,L
18742,LPLC1,LPLC1_R,R
18746,LPLC4,LPLC4_R,R
18809,LPLC4,LPLC4_R,R
18895,LPLC4,LPLC4_R,R
18900,LPLC2,LPLC2_L,L
18918,LPLC4,LPLC4_L,L
18929,LPLC2,LPLC2_R,R
18936,LPLC2,LPLC2_L,L
18943,LPLC4,LPLC4_R,R
18970,LPLC4,LPLC4_R,R
18986,LPLC4,LPLC4_L,L
19034,LPLC2,LPLC2_R,R
19050,LPLC4,LPLC4_R,R
19114,LPLC1,LPLC1_R,R
19146,LPLC2,LPLC2_R,R
19153,LC11,LC11_L,L
19202,LPLC4,LPLC4_R,R
19210,LPLC1,LPLC1_R,R
19229,LPLC2,LPLC2_R,R
19249,LPLC2,LPLC2_R,R
19260,LC4,LC4_R,R
19403,LPLC1,LPLC1_R,R
19420,LC4,LC4_R,R
19529,LPLC4,LPLC4_R,R
19543,LC4,LC4_R,R
19549,LPLC2,LPLC2_R,R
19550,LC4,LC4_R,R
19578,LPLC1,LPLC1_L,L
19580,LPLC4,LPLC4_R,R
19588,VS,VS_L,L
19589,LPLC2,LPLC2_R,R
19599,LPLC4,LPLC4_R,R
19608,LPLC2,LPLC2_R,R
19634,LC4,LC4_R,R
19653,LPLC1,LPLC1_R,R
19677,LPLC4,LPLC4_L,L
19685,LPLC1,LPLC1_R,R
19787,LPLC2,LPLC2_L,L
19794,LC4,LC4_R,R
19830,LPLC2,LPLC2_L,L
19842,LPLC2,LPLC2_R,R
19855,LPLC1,LPLC1_L,L
19911,LPLC2,LPLC2_L,L
19954,LC4,LC4_R,R
20016,LC4,LC4_R,R
20031,LPLC1,LPLC1_R,R
20036,LPLC1,LPLC1_R,R
20040,LPLC4,LPLC4_L,L
20047,LPLC2,LPLC2_R,R
20074,LPLC1,LPLC1_L,L
20083,LPLC1,LPLC1_R,R
20103,LPLC2,LPLC2_R,R
20162,LPLC2,LPLC2_R,R
20175,LPLC4,LPLC4_R,R
20176,LC11,LC11_R,R
20182,LPLC2,LPLC2_R,R
20210,LPLC4,LPLC4_R,R
20219,LPLC4,LPLC4_L,L
20240,LPLC2,LPLC2_L,L
20269,LPLC2,LPLC2_R,R
20282,LC4,LC4_R,R
20292,LPLC1,LPLC1_L,L
20329,LPLC2,LPLC2_L,L
20334,LPLC2,LPLC2_R,R
20361,LC11,LC11_L,L
20388,T4c,T4c_L,L
20399,LC4,LC4_R,R
20440,LC4,LC4_L,L
20471,LPLC2,LPLC2_R,R
20481,LPLC4,LPLC4_R,R
20508,LPLC1,LPLC1_R,R
20535,LPLC2,LPLC2_R,R
20542,LC4,LC4_R,R
20572,LC4,LC4_L,L
20584,LPLC2,LPLC2_R,R
20588,LC4,LC4_R,R
20607,T4c,T4c_L,L
20618,LC11,LC11_R,R
20673,LC4,LC4_R,R
20694,LPLC2,LPLC2_R,R
20749,LPLC2,LPLC2_R,R
20758,LPLC1,LPLC1_L,L
20783,LPLC1,LPLC1_R,R
20799,LPLC2,LPLC2_L,L
20801,LPLC4,LPLC4_R,R
20808,LC4,LC4_R,R
20825,T4c,T4c_L,L
20859,LC4,LC4_L,L
20864,LC11,LC11_L,L
20865,LPLC1,LPLC1_R,R
20872,LPLC4,LPLC4_L,L
20914,LPLC4,LPLC4_L,L
20917,LC4,LC4_R,R
20967,LC4,LC4_L,L
20976,LC4,LC4_L,L
21003,LPLC1,LPLC1_L,L
21023,LPLC1,LPLC1_R,R
21029,LC11,LC11_L,L
21045,LPLC2,LPLC2_R,R
21074,LPLC1,LPLC1_R,R
21151,LC4,LC4_R,R
21159,LPLC4,LPLC4_R,R
21164,LPLC4,LPLC4_R,R
21165,LC4,LC4_R,R
21180,LPLC1,LPLC1_R,R
21186,LC11,LC11_R,R
21216,LPLC4,LPLC4_L,L
21218,T4b,T4b_L,L
21220,LPLC1,LPLC1_R,R
21222,LC11,LC11_L,L
21225,LC4,LC4_R,R
21240,LPLC1,LPLC1_R,R
21249,LC11,LC11_R,R
21282,LPLC1,LPLC1_L,L
21287,LC4,LC4_R,R
21295,LC11,LC11_R,R
21299,LPLC2,LPLC2_L,L
21313,LC4,LC4_R,R
21318,LPLC2,LPLC2_R,R
21336,LC4,LC4_R,R
21352,LPLC4,LPLC4_R,R
21361,LPLC2,LPLC2_L,L
21483,LPLC4,LPLC4_R,R
21540,LPLC1,LPLC1_R,R
21562,LPLC2,LPLC2_R,R
21570,LC11,LC11_R,R
21615,T4c,T4c_L,L
21677,LPLC1,LPLC1_R,R
21684,LPLC1,LPLC1_L,L
21703,LPLC2,LPLC2_R,R
21721,LC4,LC4_L,L
21722,LPLC1,LPLC1_R,R
21738,LPLC4,LPLC4_L,L
21769,LPLC2,LPLC2_R,R
21804,LC4,LC4_R,R
21808,LPLC2,LPLC2_R,R
21850,LPLC1,LPLC1_R,R
21862,LPLC2,LPLC2_R,R
21899,LPLC2,LPLC2_R,R
21967,LPLC1,LPLC1_L,L
22003,T4d,T4d_L,L
22017,T4a,T4a_L,L
22028,LPLC4,LPLC4_R,R
22034,LC4,LC4_R,R
22181,LC11,LC11_R,R
22194,LC4,LC4_R,R
22218,LPLC2,LPLC2_R,R
22253,LPLC2,LPLC2_L,L
22260,LPLC1,LPLC1_L,L
22261,LPLC2,LPLC2_R,R
22274,LPLC1,LPLC1_R,R
22286,LC11,LC11_L,L
22299,LC11,LC11_L,L
22324,LPLC1,LPLC1_R,R
22328,LC4,LC4_R,R
22329,LPLC1,LPLC1_L,L
22447,LPLC1,LPLC1_R,R
22449,LPLC1,LPLC1_R,R
22456,LC11,LC11_L,L
22557,LPLC2,LPLC2_L,L
22599,T4c,T4c_L,L
22648,LC11,LC11_R,R
22656,LC11,LC11_R,R
22662,LC11,LC11_R,R
22670,LC11,LC11_R,R
22677,LPLC2,LPLC2_R,R
22772,LC4,LC4_L,L
22790,LPLC1,LPLC1_R,R
22800,LPLC4,LPLC4_L,L
22847,LC4,LC4_R,R
22867,LPLC1,LPLC1_L,L
22883,LPLC4,LPLC4_L,L
22893,LC11,LC11_R,R
22911,LPLC1,LPLC1_R,R
22918,LPLC4,LPLC4_L,L
22922,LC4,LC4_L,L
22966,LC4,LC4_R,R
22974,LC11,LC11_L,L
22975,LC4,LC4_R,R
23014,T4c,T4c_L,L
23030,LPLC1,LPLC1_R,R
23098,LC4,LC4_R,R
23115,LPLC4,LPLC4_R,R
23116,LPLC1,LPLC1_R,R
23149,LC11,LC11_R,R
23202,LC4,LC4_L,L
23226,LC4,LC4_L,L
23237,LPLC4,LPLC4_L,L
23247,LPLC2,LPLC2_L,L
23271,LPLC4,LPLC4_R,R
23333,LPLC1,LPLC1_R,R
23349,LPLC2,LPLC2_L,L
23392,LC4,LC4_R,R
23394,LPLC4,LPLC4_L,L
23471,LC11,LC11_R,R
23497,LPLC2,LPLC2_R,R
23550,LPLC2,LPLC2_L,L
23590,LPLC2,LPLC2_R,R
23664,LPLC4,LPLC4_R,R
23665,LPLC2,LPLC2_L,L
23716,LC11,LC11_R,R
23751,LPLC1,LPLC1_R,R
23781,LC11,LC11_R,R
23792,LC4,LC4_R,R
23878,LPLC2,LPLC2_R,R
23906,LPLC1,LPLC1_R,R
23919,LPLC2,LPLC2_L,L
23929,LC4,LC4_R,R
23938,LPLC1,LPLC1_R,R
23941,LPLC1,LPLC1_R,R
24099,LC11,LC11_L,L
24118,LPLC2,LPLC2_R,R
24128,LPLC4,LPLC4_L,L
24177,LPLC1,LPLC1_R,R
24187,LPLC2,LPLC2_R,R
24222,LPLC1,LPLC1_R,R
24268,LPLC2,LPLC2_R,R
24288,T4c,T4c_L,L
24308,LPLC2,LPLC2_L,L
24338,LC4,LC4_R,R
24401,LPLC2,LPLC2_R,R
24469,LC11,LC11_R,R
24508,LPLC1,LPLC1_R,R
24523,LC4,LC4_L,L
24568,LPLC2,LPLC2_L,L
24605,LPLC2,LPLC2_L,L
24647,LC11,LC11_R,R
24740,T5d,T5d_L,L
24791,LPLC1,LPLC1_L,L
24794,LPLC1,LPLC1_L,L
24800,LPLC2,LPLC2_R,R
24802,LPLC1,LPLC1_R,R
24820,LPLC1,LPLC1_L,L
24840,LPLC2,LPLC2_L,L
24918,LC11,LC11_R,R
24920,LPLC1,LPLC1_R,R
24947,LC11,LC11_R,R
24953,LC11,LC11_R,R
24992,LPLC4,LPLC4_L,L
25027,LPLC2,LPLC2_L,L
25031,LPLC1,LPLC1_L,L
25136,LPLC2,LPLC2_L,L
25169,LPLC1,LPLC1_R,R
25178,LPLC1,LPLC1_R,R
25209,LPLC2,LPLC2_L,L
25238,LC11,LC11_L,L
25253,LPLC2,LPLC2_R,R
25260,LPLC1,LPLC1_L,L
25267,LPLC2,LPLC2_R,R
25272,T4c,T4c_L,L
25286,LPLC2,LPLC2_L,L
25290,LC11,LC11_R,R
25316,LPLC2,LPLC2_R,R
25356,T4b,T4b_L,L
25386,LPLC1,LPLC1_R,R
25401,LC11,LC11_L,L
25421,T4b,T4b_L,L
25435,LPLC1,LPLC1_L,L
25490,LC11,LC11_R,R
25497,LPLC2,LPLC2_R,R
25511,LPLC2,LPLC2_R,R
25524,LPLC2,LPLC2_L,L
25572,LPLC2,LPLC2_L,L
25575,LPLC2,LPLC2_L,L
25584,LC4,LC4_R,R
25624,LPLC1,LPLC1_R,R
25636,LPLC2,LPLC2_R,R
25679,LPLC1,LPLC1_L,L
25840,LPLC4,LPLC4_R,R
25845,T4c,T4c_L,L
25854,LPLC2,LPLC2_L,L
25870,LPLC1,LPLC1_R,R
25902,LC11,LC11_R,R
26033,LPLC1,LPLC1_R,R
26058,LC11,LC11_R,R
26059,LPLC4,LPLC4_R,R
26112,LC4,LC4_R,R
26132,LC11,LC11_R,R
26147,LPLC2,LPLC2_R,R
26163,LPLC4,LPLC4_R,R
26167,LPLC4,LPLC4_R,R
26274,LC11,LC11_R,R
26333,LPLC1,LPLC1_R,R
26334,LC11,LC11_R,R
26365,LPLC1,LPLC1_R,R
26393,LPLC2,LPLC2_R,R
26416,LPLC2,LPLC2_L,L
26513,T4a,T4a_L,L
26518,T5c,T5c_L,L
26528,LPLC2,LPLC2_L,L
26574,LC11,LC11_R,R
26656,LPLC1,LPLC1_L,L
26730,LPLC2,LPLC2_R,R
26880,LPLC1,LPLC1_R,R
26899,LC11,LC11_R,R
26915,LPLC2,LPLC2_R,R
27023,LPLC2,LPLC2_L,L
27124,LC11,LC11_L,L
27165,LC11,LC11_R,R
27355,LPLC2,LPLC2_L,L
27389,T4a,T4a_L,L
27399,LPLC2,LPLC2_L,L
27427,LC11,LC11_R,R
27471,LPLC2,LPLC2_R,R
27540,T4a,T4a_L,L
27566,LPLC2,LPLC2_R,R
27613,LC11,LC11_L,L
27624,LC4,LC4_L,L
27659,LC11,LC11_L,L
27716,LPLC2,LPLC2_L,L
27750,LC4,LC4_L,L
27796,LPLC2,LPLC2_L,L
27829,LC4,LC4_L,L
27882,LPLC4,LPLC4_R,R
27884,LC11,LC11_R,R
28003,LPLC2,LPLC2_R,R
28011,LPLC2,LPLC2_L,L
28033,LPLC1,LPLC1_R,R
28035,LC11,LC11_R,R
28044,LPLC2,LPLC2_R,R
28080,LPLC1,LPLC1_L,L
28140,LPLC4,LPLC4_L,L
28162,LC11,LC11_R,R
28188,LPLC2,LPLC2_L,L
28191,LPLC4,LPLC4_R,R
28199,LC11,LC11_R,R
28208,LC11,LC11_R,R
28228,LPLC4,LPLC4_R,R
28239,LPLC1,LPLC1_L,L
28249,LPLC1,LPLC1_R,R
28403,LC11,LC11_R,R
28420,LC11,LC11_R,R
28422,LC11,LC11_R,R
28457,LC11,LC11_L,L
28586,LPLC1,LPLC1_R,R
28656,LPLC1,LPLC1_L,L
28723,LPLC1,LPLC1_R,R
28741,LPLC2,LPLC2_R,R
28871,LPLC2,LPLC2_R,R
28887,LC11,LC11_L,L
28945,LC4,LC4_R,R
28980,LC4,LC4_L,L
28983,LC11,LC11_L,L
29014,LPLC2,LPLC2_R,R
29061,LC11,LC11_R,R
29183,LPLC2,LPLC2_R,R
29201,T5d,T5d_L,L
29209,LC11,LC11_R,R
29216,LPLC2,LPLC2_R,R
29287,LPLC2,LPLC2_R,R
29319,LPLC2,LPLC2_L,L
29335,LPLC4,LPLC4_R,R
29383,LPLC1,LPLC1_L,L
29386,LPLC4,LPLC4_R,R
29391,LPLC2,LPLC2_R,R
29417,LC4,LC4_L,L
29435,LPLC1,LPLC1_L,L
29453,LC11,LC11_R,R
29469,LC4,LC4_L,L
29480,LC11,LC11_L,L
29514,LC4,LC4_L,L
29518,LC11,LC11_R,R
29529,LPLC1,LPLC1_R,R
29563,LC4,LC4_R,R
29598,LPLC2,LPLC2_R,R
29600,LC11,LC11_R,R
29660,LC11,LC11_R,R
29702,LPLC2,LPLC2_L,L
29753,LPLC2,LPLC2_L,L
29815,LPLC2,LPLC2_L,L
29843,LC11,LC11_L,L
29857,T4b,T4b_L,L
29873,LPLC2,LPLC2_R,R
29904,LC11,LC11_R,R
29937,LPLC1,LPLC1_R,R
29955,LPLC2,LPLC2_L,L
29986,LPLC2,LPLC2_R,R
30041,LPLC2,LPLC2_R,R
30087,LC4,LC4_L,L
30207,LPLC2,LPLC2_R,R
30247,LC11,LC11_R,R
30276,LPLC4,LPLC4_L,L
30286,LPLC1,LPLC1_L,L
30388,LC11,LC11_R,R
30469,LC11,LC11_L,L
30480,LC4,LC4_R,R
30512,LPLC2,LPLC2_L,L
30535,LC11,LC11_R,R
30580,LC11,LC11_R,R
30640,LPLC4,LPLC4_L,L
30734,T4d,T4d_L,L
30803,LC4,LC4_R,R
30814,LPLC1,LPLC1_R,R
30877,LPLC1,LPLC1_L,L
30880,LC11,LC11_L,L
30893,LPLC2,LPLC2_L,L
30895,LPLC2,LPLC2_L,L
30898,LC11,LC11_R,R
30938,LPLC2,LPLC2_R,R
31040,LC11,LC11_R,R
31077,LC11,LC11_R,R
31105,LPLC2,LPLC2_L,L
31116,LC11,LC11_R,R
31132,LPLC1,LPLC1_R,R
31257,LPLC2,LPLC2_R,R
31262,LC4,LC4_R,R
31301,LC4,LC4_L,L
31308,LC4,LC4_L,L
31429,LC4,LC4_L,L
31471,LC11,LC11_R,R
31514,LC11,LC11_R,R
31563,LPLC2,LPLC2_L,L
31592,LPLC1,LPLC1_R,R
31661,LPLC1,LPLC1_L,L
31746,LC11,LC11_L,L
31907,T4d,T4d_L,L
31964,LPLC2,LPLC2_R,R
31988,LPLC2,LPLC2_R,R
32059,LC11,LC11_L,L
32104,LC11,LC11_R,R
32223,LPLC2,LPLC2_L,L
32237,LPLC2,LPLC2_L,L
32290,LPLC1,LPLC1_L,L
32305,LC11,LC11_R,R
32341,LPLC4,LPLC4_R,R
32343,LPLC1,LPLC1_R,R
32372,T5d,T5d_L,L
32507,LPLC2,LPLC2_R,R
32508,LPLC4,LPLC4_R,R
32597,LC4,LC4_L,L
32633,T4b,T4b_L,L
32737,LPLC2,LPLC2_L,L
32754,LC11,LC11_R,R
32764,T4a,T4a_L,L
32839,LC11,LC11_R,R
33085,LPLC4,LPLC4_R,R
33137,LC4,LC4_L,L
33185,LPLC2,LPLC2_R,R
33303,LPLC2,LPLC2_L,L
33357,T4a,T4a_L,L
33396,LPLC2,LPLC2_R,R
33406,LPLC2,LPLC2_L,L
33439,LPLC2,LPLC2_R,R
33539,LPLC4,LPLC4_R,R
33599,LPLC1,LPLC1_L,L
33610,LC11,LC11_L,L
33694,LPLC2,LPLC2_R,R
33897,LPLC1,LPLC1_R,R
33910,LPLC1,LPLC1_L,L
33965,LPLC2,LPLC2_L,L
34051,LPLC2,LPLC2_L,L
34110,LPLC2,LPLC2_R,R
34128,T4b,T4b_L,L
34202,T4d,T4d_L,L
34228,LC11,LC11_R,R
34230,T4a,T4a_L,L
34372,LPLC2,LPLC2_R,R
34407,LPLC2,LPLC2_L,L
34436,T4a,T4a_L,L
34655,LPLC2,LPLC2_L,L
34681,LPLC2,LPLC2_R,R
34694,LC11,LC11_R,R
34810,T5d,T5d_L,L
34845,LC4,LC4_L,L
34943,T5d,T5d_L,L
35240,LC11,LC11_R,R
35262,LC4,LC4_L,L
35294,LPLC2,LPLC2_L,L
35368,T4c,T4c_L,L
35543,LC11,LC11_L,L
35616,LC4,LC4_L,L
35618,LPLC4,LPLC4_R,R
35632,LPLC2,LPLC2_R,R
35680,LPLC2,LPLC2_R,R
35701,T5b,T5b_L,L
35778,T4d,T4d_L,L
35782,LC11,LC11_L,L
35838,LPLC2,LPLC2_R,R
35889,LPLC2,LPLC2_R,R
35904,T5d,T5d_L,L
35938,LC11,LC11_R,R
36377,LPLC1,LPLC1_R,R
36521,T4d,T4d_L,L
36539,LC11,LC11_R,R
36692,LC11,LC11_R,R
36853,T4b,T4b_L,L
36943,LC11,LC11_R,R
37166,T4c,T4c_L,L
37200,LC11,LC11_R,R
37290,LC11,LC11_R,R
37431,LPLC2,LPLC2_R,R
37441,LPLC1,LPLC1_R,R
37482,T5b,T5b_L,L
37587,LC4,LC4_L,L
37613,LPLC2,LPLC2_R,R
37795,T4c,T4c_L,L
37848,LC11,LC11_L,L
37925,LPLC2,LPLC2_R,R
38065,LC4,LC4_R,R
38089,T4b,T4b_L,L
38126,T4c,T4c_L,L
38211,T5b,T5b_L,L
38220,T5c,T5c_R,R
38249,T4c,T4c_L,L
38258,LC11,LC11_L,L
38440,T4d,T4d_L,L
38494,T4b,T4b_L,L
38542,LPLC2,LPLC2_R,R
38841,T4b,T4b_L,L
39151,LPLC1,LPLC1_R,R
39181,T4a,T4a_L,L
39206,LPLC1,LPLC1_R,R
39620,LPLC2,LPLC2_R,R
39769,T5d,T5d_L,L
39859,T4a,T4a_L,L
39894,T4b,T4b_R,R
39993,T4c,T4c_L,L
40423,T5d,T5d_L,L
40511,T4d,T4d_L,L
40696,T5b,T5b_L,L
40811,LPLC2,LPLC2_L,L
40822,T4d,T4d_L,L
40823,LC11,LC11_L,L
40841,LPLC2,LPLC2_L,L
41097,LPLC2,LPLC2_L,L
41419,T4b,T4b_L,L
41562,LC11,LC11_R,R
41839,LPLC4,LPLC4_R,R
41850,LC11,LC11_L,L
41942,LC11,LC11_L,L
42136,T4a,T4a_L,L
42517,LPLC1,LPLC1_R,R
42773,T5c,T5c_L,L
42778,T5b,T5b_L,L
43046,T5b,T5b_L,L
43060,T4c,T4c_L,L
43109,T4a,T4a_L,L
43236,T4a,T4a_L,L
43240,LC11,LC11_R,R
43401,T4c,T4c_L,L
43435,T4d,T4d_L,L
43452,T4c,T4c_L,L
43541,T4b,T4b_L,L
43674,T5b,T5b_L,L
43822,T4c,T4c_L,L
43914,T4b,T4b_L,L
43983,T4d,T4d_L,L
44889,T4a,T4a_L,L
44988,T4c,T4c_L,L
45009,LC11,LC11_R,R
45495,T5c,T5c_L,L
45509,T4a,T4a_L,L
45600,T5b,T5b_L,L
45676,T4b,T4b_L,L
45737,T4d,T4d_L,L
45817,LC11,LC11_R,R
45923,T4d,T4d_L,L
46162,T5c,T5c_L,L
46342,T5a,T5a_L,L
46485,T4c,T4c_L,L
46585,T4d,T4d_L,L
46708,T5b,T5b_L,L
46863,T5a,T5a_L,L
46952,T5c,T5c_L,L
46982,T4c,T4c_L,L
47149,T5c,T5c_L,L
47218,T5d,T5d_L,L
47466,T4a,T4a_L,L
47645,T5a,T5a_L,L
47786,T4d,T4d_L,L
47918,T4c,T4c_L,L
48370,T4c,T4c_L,L
48728,T4a,T4a_L,L
48804,T5c,T5c_L,L
48955,T4d,T4d_L,L
49119,T4d,T4d_L,L
49126,T4c,T4c_L,L
49129,T4b,T4b_L,L
49386,T4c,T4c_L,L
49411,T4d,T4d_L,L
50167,T4b,T4b_L,L
50287,LPLC2,LPLC2_R,R
50503,T5c,T5c_L,L
50749,T4c,T4c_L,L
50770,T4c,T4c_L,L
50878,T4b,T4b_L,L
51014,T4d,T4d_L,L
51084,T4c,T4c_L,L
51198,T5d,T5d_L,L
51310,T4a,T4a_L,L
51412,T4a,T4a_L,L
51940,T4a,T4a_L,L
51968,T4b,T4b_L,L
52020,T4a,T4a_L,L
52297,LC11,LC11_L,L
52315,T5d,T5d_L,L
52501,T4a,T4a_L,L
52652,LPLC4,LPLC4_L,L
52689,LC11,LC11_L,L
52840,T4a,T4a_L,L
53112,T4a,T4a_L,L
53277,T4c,T4c_L,L
53304,T4b,T4b_L,L
53395,T4c,T4c_L,L
53558,T4d,T4d_L,L
53699,T4b,T4b_L,L
53717,T4a,T4a_L,L
53852,T5b,T5b_L,L
53928,T4a,T4a_L,L
54043,T4a,T4a_L,L
54084,T4d,T4d_L,L
54321,T4c,T4c_L,L
54395,T4b,T4b_L,L
54430,T5d,T5d_L,L
54669,T4c,T4c_L,L
54753,T4a,T4a_L,L
54763,T5b,T5b_L,L
55053,T4d,T4d_L,L
55627,LPLC2,LPLC2_R,R
55643,T4b,T4b_L,L
55698,T4c,T4c_L,L
55714,T4c,T4c_L,L
55824,T5b,T5b_L,L
55918,T4b,T4b_L,L
56168,T5d,T5d_L,L
56252,LC11,LC11_L,L
56326,T5d,T5d_L,L
56486,T4b,T4b_L,L
56569,T5a,T5a_L,L
56714,T4b,T4b_L,L
56768,T4c,T4c_L,L
56996,T4d,T4d_L,L
57045,T4a,T4a_L,L
57198,T4a,T4a_L,L
57284,T4b,T4b_L,L
57399,LC11,LC11_L,L
57618,T4a,T4a_L,L
57623,T4b,T4b_L,L
57845,T4c,T4c_L,L
58066,T4b,T4b_L,L
58135,T4c,T4c_L,L
58171,T5b,T5b_L,L
58273,T5c,T5c_R,R
58360,T5a,T5a_L,L
58457,T4d,T4d_L,L
58533,T5b,T5b_L,L
58569,T4a,T4a_L,L
58714,T4b,T4b_L,L
58749,T5a,T5a_L,L
58755,T5a,T5a_L,L
58940,T5c,T5c_L,L
59066,T4a,T4a_L,L
59072,T4d,T4d_L,L
59112,T4c,T4c_L,L
59165,T5b,T5b_L,L
59181,T5d,T5d_L,L
59202,T5b,T5b_L,L
59225,T4d,T4d_L,L
59240,T5d,T5d_L,L
59255,T5a,T5a_L,L
59327,T4d,T4d_L,L
59354,T4a,T4a_L,L
59456,T4b,T4b_L,L
59457,T4b,T4b_L,L
59549,T5d,T5d_L,L
59609,T4b,T4b_L,L
59627,T5a,T5a_L,L
59654,T5a,T5a_L,L
59768,T4b,T4b_L,L
59793,T5a,T5a_L,L
59812,T4d,T4d_L,L
59951,T4d,T4d_L,L
59987,T4b,T4b_L,L
60250,T4a,T4a_L,L
60460,T4a,T4a_L,L
60485,T4c,T4c_L,L
60631,T4b,T4b_L,L
60693,T4d,T4d_L,L
60821,T4b,T4b_L,L
60839,T5c,T5c_R,R
60840,T4b,T4b_L,L
60842,T5d,T5d_L,L
60880,T4a,T4a_L,L
60926,T4d,T4d_L,L
60947,T4a,T4a_L,L
61007,T4a,T4a_L,L
61267,T4a,T4a_L,L
61318,T4c,T4c_L,L
61342,T4a,T4a_L,L
61383,T4d,T4d_L,L
61503,T5c,T5c_L,L
61565,T4c,T4c_L,L
61586,T5b,T5b_L,L
61597,T4a,T4a_L,L
61644,T4a,T4a_L,L
61678,T5c,T5c_L,L
61726,T4a,T4a_L,L
